168	5
169	62
170	513
171	1543
172	986
173	1383
174	821
175	373
176	550
177	411
178	4140
179	452
180	197
181	129
182	19
183	32
184	51
185	53
186	33
187	18
216	5
218	2
219	2
220	59
221	11
222	3
223	17
224	4
225	2
226	4
227	14
228	55
229	30
230	2
231	4
233	1
234	26
235	19
236	24
237	62
238	17
239	32
240	38
241	170
242	42
243	47
244	43
255	1
268	2
