170	33
171	980
172	619
173	775
174	472
175	116
176	52
177	74
178	211
179	30
180	7
181	14
182	1
183	3
184	23
185	1
186	2
187	1
214	2
216	2
218	6
219	1
220	123
221	31
222	15
223	9
224	4
225	3
226	6
227	4
228	2
229	4
230	3
231	5
232	4
233	6
234	11
235	8
237	2
239	1
240	10
241	4
242	5
243	2
244	2
259	1
